invoice_no,customer_id,gender,age,category,revenue,payment_method,invoice_date,shopping_mall,year,month,day_of_week,day_of_week_num,age_group,year_month
I275605,C800011,Female,19,Technology,718.51,Cash,2021-07-10,Emaar Square Mall,2021,7,Saturday,5,18-25,2021-07
I475880,C606425,Female,30,Toys,714.77,Debit Card,2021-07-10,Metropol AVM,2021,7,Saturday,5,26-35,2021-07
I350054,C100605,Male,48,Food & Beverage,103.07,Credit Card,2021-07-10,Metrocity,2021,7,Saturday,5,36-50,2021-07
I155469,C197524,Female,18,Souvenir,123.28,Credit Card,2021-07-10,Metrocity,2021,7,Saturday,5,18-25,2021-07
I195631,C219593,Female,61,Souvenir,186.42,Debit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,50+,2021-07
I600637,C749655,Female,55,Books,353.44,Credit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,50+,2021-07
I956805,C162913,Female,64,Shoes,2797.66,Credit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,50+,2021-07
I224328,C237264,Female,38,Cosmetics,792.81,Cash,2021-07-11,Istinye Park,2021,7,Sunday,6,36-50,2021-07
I328957,C171256,Male,66,Souvenir,243.5,Cash,2021-07-11,Viaport Outlet,2021,7,Sunday,6,50+,2021-07
I519921,C477501,Male,19,Toys,879.68,Cash,2021-07-11,Metropol AVM,2021,7,Sunday,6,18-25,2021-07
I690446,C121952,Female,29,Souvenir,261.68,Cash,2021-07-11,Cevahir AVM,2021,7,Sunday,6,26-35,2021-07
I115383,C140902,Female,47,Food & Beverage,92.18,Cash,2021-07-11,Forum Istanbul,2021,7,Sunday,6,36-50,2021-07
I229675,C332831,Female,57,Shoes,2263.69,Cash,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,50+,2021-07
I147005,C211907,Male,28,Toys,785.73,Debit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,26-35,2021-07
I843236,C536194,Female,26,Technology,1521.16,Credit Card,2021-07-11,Emaar Square Mall,2021,7,Sunday,6,26-35,2021-07
I767960,C185589,Female,49,Clothing,1602.01,Credit Card,2021-07-11,Metrocity,2021,7,Sunday,6,36-50,2021-07
I259020,C328598,Male,57,Food & Beverage,69.17,Credit Card,2021-07-11,Zorlu Center,2021,7,Sunday,6,50+,2021-07
I166088,C934102,Male,19,Clothing,1130.96,Debit Card,2021-07-11,Kanyon,2021,7,Sunday,6,18-25,2021-07
I160268,C487830,Female,28,Toys,943.52,Debit Card,2021-07-11,Istinye Park,2021,7,Sunday,6,26-35,2021-07
I236961,C656998,Female,20,Shoes,2978.6,Credit Card,2021-07-11,Metrocity,2021,7,Sunday,6,18-25,2021-07
I162958,C282435,Male,68,Food & Beverage,68.99,Credit Card,2021-07-11,Viaport Outlet,2021,7,Sunday,6,50+,2021-07
I109053,C232624,Male,51,Clothing,1159.19,Debit Card,2021-07-11,Metrocity,2021,7,Sunday,6,50+,2021-07
I768327,C334865,Female,49,Cosmetics,958.13,Debit Card,2021-07-11,Kanyon,2021,7,Sunday,6,36-50,2021-07
I169640,C242804,Female,59,Food & Beverage,149.77,Credit Card,2021-07-11,Metrocity,2021,7,Sunday,6,50+,2021-07
I302316,C250370,Female,21,Technology,2549.41,Cash,2021-07-11,Emaar Square Mall,2021,7,Sunday,6,18-25,2021-07
I260181,C291472,Male,60,Clothing,1400.38,Credit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,50+,2021-07
I962385,C252703,Female,32,Clothing,2086.75,Credit Card,2021-07-11,Istinye Park,2021,7,Sunday,6,26-35,2021-07
I970446,C140827,Female,57,Cosmetics,215.48,Cash,2021-07-11,Istinye Park,2021,7,Sunday,6,50+,2021-07
I111231,C282882,Male,38,Shoes,1638.5,Debit Card,2021-07-11,Forum Istanbul,2021,7,Sunday,6,36-50,2021-07
I912208,C107222,Female,53,Books,257.58,Cash,2021-07-11,Metrocity,2021,7,Sunday,6,50+,2021-07
I326660,C289146,Female,50,Clothing,2582.49,Cash,2021-07-11,Metrocity,2021,7,Sunday,6,36-50,2021-07
I136365,C339567,Male,26,Clothing,1753.72,Cash,2021-07-11,Metrocity,2021,7,Sunday,6,26-35,2021-07
I219338,C101391,Female,49,Cosmetics,417.78,Cash,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,36-50,2021-07
I468125,C853541,Female,28,Cosmetics,657.17,Cash,2021-07-11,Emaar Square Mall,2021,7,Sunday,6,26-35,2021-07
I509234,C110197,Female,23,Clothing,2503.74,Credit Card,2021-07-11,Forum Istanbul,2021,7,Sunday,6,18-25,2021-07
I280330,C109831,Male,55,Clothing,2416.18,Cash,2021-07-11,Zorlu Center,2021,7,Sunday,6,50+,2021-07
I404646,C128008,Female,55,Food & Beverage,119.83,Cash,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,50+,2021-07
I777235,C217800,Female,38,Toys,970.6,Credit Card,2021-07-11,Kanyon,2021,7,Sunday,6,36-50,2021-07
I224862,C333880,Male,27,Cosmetics,254.57,Debit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,26-35,2021-07
I207719,C146374,Male,43,Clothing,2975.95,Debit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,36-50,2021-07
I659618,C931101,Male,61,Clothing,1493.23,Credit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,50+,2021-07
I522959,C311891,Male,50,Cosmetics,736.21,Cash,2021-07-11,Cevahir AVM,2021,7,Sunday,6,36-50,2021-07
I156552,C136334,Male,35,Cosmetics,163.82,Cash,2021-07-11,Kanyon,2021,7,Sunday,6,26-35,2021-07
I196113,C854419,Male,49,Cosmetics,428.21,Cash,2021-07-11,Metrocity,2021,7,Sunday,6,36-50,2021-07
I755160,C119930,Female,25,Shoes,1119.98,Credit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,18-25,2021-07
I189803,C292180,Female,57,Clothing,1324.57,Cash,2021-07-11,Cevahir AVM,2021,7,Sunday,6,50+,2021-07
I255130,C225167,Female,67,Food & Beverage,137.06,Credit Card,2021-07-11,Metropol AVM,2021,7,Sunday,6,50+,2021-07
I158153,C104437,Female,53,Clothing,1797.1,Debit Card,2021-07-11,Kanyon,2021,7,Sunday,6,50+,2021-07
I133776,C178631,Male,42,Clothing,1846.65,Credit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,36-50,2021-07
I235094,C808268,Male,40,Souvenir,171.17,Credit Card,2021-07-11,Viaport Outlet,2021,7,Sunday,6,36-50,2021-07
I233884,C917759,Female,36,Clothing,1535.7,Credit Card,2021-07-11,Metrocity,2021,7,Sunday,6,36-50,2021-07
I591317,C879195,Female,31,Books,239.66,Credit Card,2021-07-11,Metropol AVM,2021,7,Sunday,6,26-35,2021-07
I178114,C136186,Female,34,Clothing,2021.99,Credit Card,2021-07-11,Metropol AVM,2021,7,Sunday,6,26-35,2021-07
I240265,C233981,Female,41,Food & Beverage,98.46,Cash,2021-07-11,Metrocity,2021,7,Sunday,6,36-50,2021-07
I191771,C312430,Male,56,Clothing,1006.7,Credit Card,2021-07-11,Metropol AVM,2021,7,Sunday,6,50+,2021-07
I267580,C265737,Female,26,Clothing,1882.15,Cash,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,26-35,2021-07
I716671,C828091,Male,26,Clothing,1249.27,Credit Card,2021-07-11,Metropol AVM,2021,7,Sunday,6,26-35,2021-07
I303621,C240014,Female,20,Shoes,2742.85,Cash,2021-07-11,Istinye Park,2021,7,Sunday,6,18-25,2021-07
I258287,C584937,Female,18,Clothing,1896.66,Credit Card,2021-07-11,Metropol AVM,2021,7,Sunday,6,18-25,2021-07
I337777,C124299,Female,43,Clothing,1160.49,Cash,2021-07-11,Forum Istanbul,2021,7,Sunday,6,36-50,2021-07
I100614,C261517,Female,41,Cosmetics,790.32,Cash,2021-07-11,Cevahir AVM,2021,7,Sunday,6,36-50,2021-07
I274268,C831566,Male,22,Toys,563.47,Credit Card,2021-07-11,Metrocity,2021,7,Sunday,6,18-25,2021-07
I206221,C145710,Female,39,Food & Beverage,53.73,Cash,2021-07-11,Istinye Park,2021,7,Sunday,6,36-50,2021-07
I128191,C371337,Female,49,Clothing,1179.76,Cash,2021-07-11,Kanyon,2021,7,Sunday,6,36-50,2021-07
I264329,C141694,Female,36,Clothing,1685.57,Cash,2021-07-11,Cevahir AVM,2021,7,Sunday,6,36-50,2021-07
I208668,C531191,Female,49,Clothing,1930.51,Cash,2021-07-11,Istinye Park,2021,7,Sunday,6,36-50,2021-07
I132809,C290403,Female,33,Clothing,1266.9,Debit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,26-35,2021-07
I185329,C802990,Female,44,Toys,499.0,Credit Card,2021-07-11,Metropol AVM,2021,7,Sunday,6,36-50,2021-07
I103716,C627703,Male,44,Clothing,1158.51,Cash,2021-07-11,Istinye Park,2021,7,Sunday,6,36-50,2021-07
I308057,C610606,Male,56,Clothing,2072.81,Cash,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,50+,2021-07
I928806,C111983,Male,45,Food & Beverage,113.26,Cash,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,36-50,2021-07
I336057,C270117,Female,32,Clothing,2980.16,Cash,2021-07-11,Metropol AVM,2021,7,Sunday,6,26-35,2021-07
I226589,C302386,Female,19,Clothing,1867.52,Credit Card,2021-07-11,Istinye Park,2021,7,Sunday,6,18-25,2021-07
I145128,C730387,Male,20,Books,233.58,Credit Card,2021-07-11,Kanyon,2021,7,Sunday,6,18-25,2021-07
I235858,C336184,Female,61,Food & Beverage,103.03,Credit Card,2021-07-11,Emaar Square Mall,2021,7,Sunday,6,50+,2021-07
I118752,C239342,Female,62,Cosmetics,580.84,Cash,2021-07-11,Viaport Outlet,2021,7,Sunday,6,50+,2021-07
I157989,C183990,Female,49,Clothing,2965.7,Cash,2021-07-11,Emaar Square Mall,2021,7,Sunday,6,36-50,2021-07
I214345,C126893,Male,33,Shoes,2423.04,Credit Card,2021-07-11,Viaport Outlet,2021,7,Sunday,6,26-35,2021-07
I269842,C251022,Male,54,Food & Beverage,74.69,Cash,2021-07-11,Kanyon,2021,7,Sunday,6,50+,2021-07
I326649,C190767,Male,38,Books,389.06,Credit Card,2021-07-11,Metrocity,2021,7,Sunday,6,36-50,2021-07
I221191,C461327,Female,42,Shoes,1897.14,Debit Card,2021-07-11,Metrocity,2021,7,Sunday,6,36-50,2021-07
I313670,C211064,Female,21,Food & Beverage,128.5,Cash,2021-07-11,Kanyon,2021,7,Sunday,6,18-25,2021-07
I249721,C777969,Male,47,Clothing,1727.47,Cash,2021-07-11,Metrocity,2021,7,Sunday,6,36-50,2021-07
I751601,C102829,Female,18,Clothing,2909.07,Credit Card,2021-07-11,Kanyon,2021,7,Sunday,6,18-25,2021-07
I487669,C733318,Male,52,Clothing,2388.73,Cash,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,50+,2021-07
I369562,C109827,Male,37,Cosmetics,570.2,Cash,2021-07-11,Kanyon,2021,7,Sunday,6,36-50,2021-07
I189047,C376492,Female,60,Clothing,1270.52,Cash,2021-07-11,Metropol AVM,2021,7,Sunday,6,50+,2021-07
I289750,C142357,Female,54,Clothing,2193.02,Cash,2021-07-11,Metropol AVM,2021,7,Sunday,6,50+,2021-07
I304542,C788683,Female,41,Cosmetics,426.35,Cash,2021-07-11,Kanyon,2021,7,Sunday,6,36-50,2021-07
I986923,C234401,Female,65,Food & Beverage,63.82,Cash,2021-07-11,Metropol AVM,2021,7,Sunday,6,50+,2021-07
I670680,C274302,Female,40,Clothing,1963.71,Cash,2021-07-11,Cevahir AVM,2021,7,Sunday,6,36-50,2021-07
I257508,C114059,Male,32,Clothing,1002.63,Cash,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,26-35,2021-07
I555309,C177765,Male,43,Books,267.79,Credit Card,2021-07-11,Forum Istanbul,2021,7,Sunday,6,36-50,2021-07
I101360,C540352,Female,39,Shoes,2610.13,Credit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,36-50,2021-07
I248400,C121896,Male,50,Clothing,2249.37,Cash,2021-07-11,Metropol AVM,2021,7,Sunday,6,36-50,2021-07
I269853,C236844,Male,36,Cosmetics,793.08,Debit Card,2021-07-11,Kanyon,2021,7,Sunday,6,36-50,2021-07
I238077,C282960,Female,24,Cosmetics,744.42,Credit Card,2021-07-11,Kanyon,2021,7,Sunday,6,18-25,2021-07
I337883,C148769,Female,36,Cosmetics,618.31,Cash,2021-07-11,Metropol AVM,2021,7,Sunday,6,36-50,2021-07
I718895,C256208,Male,54,Books,298.89,Cash,2021-07-11,Kanyon,2021,7,Sunday,6,50+,2021-07
I279120,C297203,Female,59,Clothing,1173.21,Cash,2021-07-11,Kanyon,2021,7,Sunday,6,50+,2021-07
I313119,C190355,Female,32,Clothing,2070.16,Credit Card,2021-07-11,Metrocity,2021,7,Sunday,6,26-35,2021-07
I164744,C265055,Female,20,Souvenir,227.55,Cash,2021-07-11,Metrocity,2021,7,Sunday,6,18-25,2021-07
I308626,C130281,Female,38,Cosmetics,167.68,Cash,2021-07-11,Kanyon,2021,7,Sunday,6,36-50,2021-07
I185909,C144587,Male,44,Shoes,2889.65,Cash,2021-07-11,Metrocity,2021,7,Sunday,6,36-50,2021-07
I204196,C315636,Female,61,Food & Beverage,78.35,Cash,2021-07-11,Emaar Square Mall,2021,7,Sunday,6,50+,2021-07
I129316,C294246,Male,49,Technology,3734.21,Debit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,36-50,2021-07
I332808,C769152,Female,44,Clothing,1553.7,Credit Card,2021-07-11,Metrocity,2021,7,Sunday,6,36-50,2021-07
I304041,C267081,Female,21,Clothing,1010.65,Cash,2021-07-11,Metrocity,2021,7,Sunday,6,18-25,2021-07
I751520,C220676,Male,23,Clothing,2235.37,Cash,2021-07-11,Forum Istanbul,2021,7,Sunday,6,18-25,2021-07
I106408,C136791,Female,18,Food & Beverage,106.31,Debit Card,2021-07-11,Metrocity,2021,7,Sunday,6,18-25,2021-07
I324797,C215053,Male,42,Technology,4469.76,Debit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,36-50,2021-07
I216318,C220889,Female,40,Food & Beverage,99.31,Debit Card,2021-07-11,Cevahir AVM,2021,7,Sunday,6,36-50,2021-07
I298778,C253946,Male,61,Cosmetics,762.51,Debit Card,2021-07-11,Emaar Square Mall,2021,7,Sunday,6,50+,2021-07
I335494,C190046,Female,32,Food & Beverage,66.91,Credit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,26-35,2021-07
I487206,C229428,Female,50,Cosmetics,392.42,Credit Card,2021-07-11,Kanyon,2021,7,Sunday,6,36-50,2021-07
I504739,C125862,Male,46,Clothing,2419.51,Cash,2021-07-11,Istinye Park,2021,7,Sunday,6,36-50,2021-07
I328801,C945299,Female,60,Clothing,1524.45,Credit Card,2021-07-11,Cevahir AVM,2021,7,Sunday,6,50+,2021-07
I183910,C252489,Female,61,Clothing,1989.15,Cash,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,50+,2021-07
I261639,C278657,Male,38,Shoes,2471.56,Cash,2021-07-11,Istinye Park,2021,7,Sunday,6,36-50,2021-07
I896367,C128772,Female,24,Food & Beverage,140.45,Debit Card,2021-07-11,Metrocity,2021,7,Sunday,6,18-25,2021-07
I185243,C231115,Female,21,Clothing,1724.67,Cash,2021-07-11,Kanyon,2021,7,Sunday,6,18-25,2021-07
I989627,C877149,Male,47,Clothing,1051.63,Cash,2021-07-11,Istinye Park,2021,7,Sunday,6,36-50,2021-07
I337225,C173365,Male,60,Toys,926.89,Cash,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,50+,2021-07
I140916,C118873,Female,50,Clothing,1769.63,Cash,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,36-50,2021-07
I201716,C283728,Female,33,Books,434.23,Credit Card,2021-07-11,Istinye Park,2021,7,Sunday,6,26-35,2021-07
I159602,C650176,Female,55,Clothing,1570.98,Credit Card,2021-07-11,Emaar Square Mall,2021,7,Sunday,6,50+,2021-07
I220229,C663168,Male,37,Clothing,2984.38,Cash,2021-07-11,Cevahir AVM,2021,7,Sunday,6,36-50,2021-07
I146589,C553000,Female,52,Food & Beverage,124.94,Cash,2021-07-11,Kanyon,2021,7,Sunday,6,50+,2021-07
I237677,C172251,Male,60,Food & Beverage,136.79,Debit Card,2021-07-11,Metropol AVM,2021,7,Sunday,6,50+,2021-07
I153112,C237198,Male,21,Toys,384.35,Credit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,18-25,2021-07
I112797,C145303,Male,68,Toys,768.64,Cash,2021-07-11,Metrocity,2021,7,Sunday,6,50+,2021-07
I648835,C207870,Female,46,Food & Beverage,70.66,Credit Card,2021-07-11,Forum Istanbul,2021,7,Sunday,6,36-50,2021-07
I317534,C188287,Female,38,Food & Beverage,78.06,Debit Card,2021-07-11,Viaport Outlet,2021,7,Sunday,6,36-50,2021-07
I226390,C336882,Female,24,Souvenir,155.21,Credit Card,2021-07-11,Istinye Park,2021,7,Sunday,6,18-25,2021-07
I193768,C309266,Female,49,Food & Beverage,91.52,Credit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,36-50,2021-07
I258410,C116805,Male,59,Clothing,1694.05,Cash,2021-07-11,Metrocity,2021,7,Sunday,6,50+,2021-07
I269264,C171784,Female,19,Cosmetics,690.53,Cash,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,18-25,2021-07
I114077,C104492,Female,34,Cosmetics,474.38,Cash,2021-07-11,Metropol AVM,2021,7,Sunday,6,26-35,2021-07
I253027,C255438,Female,42,Food & Beverage,58.99,Cash,2021-07-11,Metropol AVM,2021,7,Sunday,6,36-50,2021-07
I221623,C263526,Female,67,Souvenir,266.9,Cash,2021-07-11,Metropol AVM,2021,7,Sunday,6,50+,2021-07
I119215,C245987,Male,53,Technology,4493.73,Debit Card,2021-07-11,Metrocity,2021,7,Sunday,6,50+,2021-07
I352528,C272287,Male,38,Shoes,1228.72,Credit Card,2021-07-11,Kanyon,2021,7,Sunday,6,36-50,2021-07
I236945,C229136,Female,27,Cosmetics,309.18,Cash,2021-07-11,Istinye Park,2021,7,Sunday,6,26-35,2021-07
I276849,C314777,Female,40,Cosmetics,661.07,Credit Card,2021-07-11,Mall of Istanbul,2021,7,Sunday,6,36-50,2021-07
I219391,C870376,Male,24,Clothing,2505.91,Cash,2021-07-11,Metrocity,2021,7,Sunday,6,18-25,2021-07
I106608,C265765,Male,56,Shoes,2792.06,Credit Card,2021-07-12,Emaar Square Mall,2021,7,Monday,0,50+,2021-07
I160559,C142971,Female,18,Clothing,2067.68,Cash,2021-07-12,Metropol AVM,2021,7,Monday,0,18-25,2021-07
I276560,C402100,Female,47,Books,341.83,Credit Card,2021-07-12,Metropol AVM,2021,7,Monday,0,36-50,2021-07
I189269,C903441,Female,49,Toys,926.76,Cash,2021-07-12,Mall of Istanbul,2021,7,Monday,0,36-50,2021-07
I301886,C998536,Male,46,Books,290.35,Credit Card,2021-07-12,Forum Istanbul,2021,7,Monday,0,36-50,2021-07
I318336,C374841,Male,52,Cosmetics,728.13,Cash,2021-07-12,Viaport Outlet,2021,7,Monday,0,50+,2021-07
I110227,C103324,Female,54,Toys,552.55,Debit Card,2021-07-12,Kanyon,2021,7,Monday,0,50+,2021-07
I187727,C358781,Female,19,Clothing,1584.77,Cash,2021-07-12,Mall of Istanbul,2021,7,Monday,0,18-25,2021-07
I263593,C167996,Female,29,Shoes,1201.44,Cash,2021-07-12,Zorlu Center,2021,7,Monday,0,26-35,2021-07
I259571,C254075,Female,46,Books,367.47,Cash,2021-07-12,Kanyon,2021,7,Monday,0,36-50,2021-07
I140842,C862887,Male,19,Technology,4707.19,Credit Card,2021-07-12,Zorlu Center,2021,7,Monday,0,18-25,2021-07
I205274,C118803,Female,34,Clothing,2332.95,Cash,2021-07-12,Cevahir AVM,2021,7,Monday,0,26-35,2021-07
I129995,C180412,Female,25,Cosmetics,158.54,Debit Card,2021-07-12,Metrocity,2021,7,Monday,0,18-25,2021-07
I758280,C212012,Male,42,Toys,760.49,Cash,2021-07-12,Istinye Park,2021,7,Monday,0,36-50,2021-07
I196760,C296979,Male,40,Technology,1318.84,Credit Card,2021-07-12,Metropol AVM,2021,7,Monday,0,36-50,2021-07
I150526,C622451,Female,53,Clothing,1025.89,Cash,2021-07-12,Metrocity,2021,7,Monday,0,50+,2021-07
I105633,C265818,Female,46,Clothing,2714.36,Debit Card,2021-07-12,Mall of Istanbul,2021,7,Monday,0,36-50,2021-07
I330300,C326203,Male,55,Books,435.68,Credit Card,2021-07-12,Metrocity,2021,7,Monday,0,50+,2021-07
I293584,C124664,Female,44,Clothing,2734.85,Debit Card,2021-07-12,Forum Istanbul,2021,7,Monday,0,36-50,2021-07
I165354,C713370,Female,23,Clothing,2236.07,Cash,2021-07-12,Viaport Outlet,2021,7,Monday,0,18-25,2021-07
I626301,C103587,Female,65,Clothing,1939.14,Debit Card,2021-07-12,Kanyon,2021,7,Monday,0,50+,2021-07
I219649,C169964,Female,43,Clothing,1105.36,Credit Card,2021-07-12,Mall of Istanbul,2021,7,Monday,0,36-50,2021-07
I613915,C182545,Female,50,Cosmetics,956.29,Credit Card,2021-07-12,Kanyon,2021,7,Monday,0,36-50,2021-07
I308765,C770087,Female,22,Clothing,2581.76,Credit Card,2021-07-12,Metropol AVM,2021,7,Monday,0,18-25,2021-07
I189805,C312956,Male,28,Shoes,2570.43,Debit Card,2021-07-12,Cevahir AVM,2021,7,Monday,0,26-35,2021-07
I294346,C261337,Male,51,Clothing,1356.1,Cash,2021-07-12,Metropol AVM,2021,7,Monday,0,50+,2021-07
I259195,C653469,Female,64,Clothing,2115.79,Cash,2021-07-12,Kanyon,2021,7,Monday,0,50+,2021-07
I106653,C194934,Female,35,Books,342.82,Cash,2021-07-12,Zorlu Center,2021,7,Monday,0,26-35,2021-07
I172194,C271508,Male,19,Souvenir,213.72,Credit Card,2021-07-12,Metropol AVM,2021,7,Monday,0,18-25,2021-07
I327439,C433627,Female,54,Books,367.55,Debit Card,2021-07-12,Kanyon,2021,7,Monday,0,50+,2021-07
I238423,C192383,Male,45,Cosmetics,452.1,Credit Card,2021-07-12,Viaport Outlet,2021,7,Monday,0,36-50,2021-07
I275645,C160875,Female,63,Cosmetics,269.5,Cash,2021-07-12,Metrocity,2021,7,Monday,0,50+,2021-07
I163112,C202749,Male,23,Food & Beverage,88.9,Debit Card,2021-07-12,Metropol AVM,2021,7,Monday,0,18-25,2021-07
I740675,C147324,Female,66,Cosmetics,198.6,Debit Card,2021-07-12,Forum Istanbul,2021,7,Monday,0,50+,2021-07
I788350,C562611,Female,53,Food & Beverage,141.97,Credit Card,2021-07-12,Cevahir AVM,2021,7,Monday,0,50+,2021-07
I185663,C218840,Female,52,Food & Beverage,125.95,Cash,2021-07-12,Metrocity,2021,7,Monday,0,50+,2021-07
I173754,C142806,Female,27,Clothing,2240.42,Credit Card,2021-07-12,Metrocity,2021,7,Monday,0,26-35,2021-07
I608168,C812288,Female,55,Books,207.85,Debit Card,2021-07-12,Mall of Istanbul,2021,7,Monday,0,50+,2021-07
I306503,C598355,Female,27,Books,356.88,Debit Card,2021-07-12,Metrocity,2021,7,Monday,0,26-35,2021-07
I957885,C161298,Female,41,Shoes,1810.93,Debit Card,2021-07-12,Mall of Istanbul,2021,7,Monday,0,36-50,2021-07
I255942,C179387,Male,26,Books,209.16,Cash,2021-07-12,Mall of Istanbul,2021,7,Monday,0,26-35,2021-07
I180344,C181187,Female,31,Food & Beverage,115.75,Credit Card,2021-07-12,Mall of Istanbul,2021,7,Monday,0,26-35,2021-07
I251003,C146155,Male,56,Food & Beverage,102.28,Debit Card,2021-07-12,Emaar Square Mall,2021,7,Monday,0,50+,2021-07
I992148,C698527,Male,50,Toys,774.03,Credit Card,2021-07-12,Kanyon,2021,7,Monday,0,36-50,2021-07
I156911,C233884,Female,26,Souvenir,102.54,Credit Card,2021-07-12,Kanyon,2021,7,Monday,0,26-35,2021-07
I122485,C125048,Male,23,Cosmetics,612.9,Credit Card,2021-07-12,Metrocity,2021,7,Monday,0,18-25,2021-07
I845448,C220379,Female,52,Clothing,2764.83,Credit Card,2021-07-12,Metrocity,2021,7,Monday,0,50+,2021-07
I131359,C335952,Female,55,Cosmetics,581.73,Cash,2021-07-12,Metrocity,2021,7,Monday,0,50+,2021-07
I675126,C234576,Female,41,Cosmetics,801.81,Debit Card,2021-07-12,Kanyon,2021,7,Monday,0,36-50,2021-07
I269189,C150269,Female,49,Clothing,1782.18,Cash,2021-07-12,Metrocity,2021,7,Monday,0,36-50,2021-07
I132937,C275750,Female,46,Clothing,2898.03,Cash,2021-07-12,Zorlu Center,2021,7,Monday,0,36-50,2021-07
I166153,C135337,Female,57,Souvenir,166.36,Credit Card,2021-07-12,Metropol AVM,2021,7,Monday,0,50+,2021-07
I179482,C230703,Female,69,Food & Beverage,135.15,Credit Card,2021-07-12,Kanyon,2021,7,Monday,0,50+,2021-07
I137555,C142549,Female,37,Technology,2824.1,Cash,2021-07-12,Istinye Park,2021,7,Monday,0,36-50,2021-07
I117334,C267470,Male,61,Food & Beverage,114.97,Cash,2021-07-12,Mall of Istanbul,2021,7,Monday,0,50+,2021-07
I177782,C108821,Male,62,Books,353.01,Credit Card,2021-07-12,Kanyon,2021,7,Monday,0,50+,2021-07
I326813,C213334,Female,29,Shoes,2248.42,Cash,2021-07-12,Mall of Istanbul,2021,7,Monday,0,26-35,2021-07
I324356,C100176,Male,54,Clothing,2079.75,Credit Card,2021-07-12,Kanyon,2021,7,Monday,0,50+,2021-07
I243218,C149055,Female,23,Clothing,2124.9,Cash,2021-07-12,Metropol AVM,2021,7,Monday,0,18-25,2021-07
I293744,C251089,Male,31,Cosmetics,535.81,Cash,2021-07-12,Forum Istanbul,2021,7,Monday,0,26-35,2021-07
I304093,C813157,Male,26,Toys,429.01,Credit Card,2021-07-12,Istinye Park,2021,7,Monday,0,26-35,2021-07
I212712,C200767,Female,63,Books,287.5,Cash,2021-07-12,Cevahir AVM,2021,7,Monday,0,50+,2021-07
I207726,C286868,Female,43,Cosmetics,554.38,Debit Card,2021-07-12,Metrocity,2021,7,Monday,0,36-50,2021-07
