invoice_no,customer_id,gender,age,category,revenue,payment_method,invoice_date,shopping_mall
I102719,C480086,Female,45,Technology,3447.34,Cash,2021-04-24,Mall of Istanbul
I130383,C364200,Female,55,Cosmetics,653.99,Cash,2021-04-24,Zorlu Center
I542284,C915236,Female,36,Clothing,2794.39,Debit Card,2021-04-24,Kanyon
I194535,C205686,Male,35,Cosmetics,800.88,Credit Card,2021-04-24,Kanyon
I270984,C200242,Male,59,Shoes,2521.08,Credit Card,2021-04-24,Mall of Istanbul
I243688,C159123,Female,29,Clothing,1801.54,Credit Card,2021-04-24,Kanyon
I138361,C758088,Female,56,Books,251.08,Cash,2021-04-24,Cevahir AVM
I287344,C556406,Female,19,Food & Beverage,131.68,Cash,2021-04-24,Kanyon
I177270,C919182,Male,58,Clothing,2936.92,Credit Card,2021-04-24,Cevahir AVM
I203671,C199162,Female,67,Clothing,1608.91,Cash,2021-04-24,Viaport Outlet
I580268,C280106,Female,27,Toys,906.6,Cash,2021-04-24,Mall of Istanbul
I164815,C414057,Female,33,Shoes,1877.62,Cash,2021-04-24,Zorlu Center
I207189,C125646,Male,53,Toys,399.48,Debit Card,2021-04-24,Istinye Park
I119000,C237370,Male,66,Clothing,2598.39,Credit Card,2021-04-24,Cevahir AVM
I161494,C714300,Female,57,Food & Beverage,50.51,Debit Card,2021-04-24,Kanyon
I299150,C419470,Female,31,Toys,186.14,Debit Card,2021-04-24,Metrocity
I183094,C321117,Female,31,Clothing,1780.13,Debit Card,2021-04-24,Mall of Istanbul
I136576,C323610,Male,36,Clothing,2743.07,Debit Card,2021-04-24,Viaport Outlet
I320546,C643409,Female,50,Books,344.98,Cash,2021-04-24,Cevahir AVM
I350357,C129947,Female,40,Clothing,2198.45,Cash,2021-04-24,Metropol AVM
I197817,C250148,Male,63,Clothing,2307.86,Debit Card,2021-04-24,Istinye Park
I724901,C139595,Male,37,Cosmetics,128.67,Cash,2021-04-24,Kanyon
I296693,C260241,Male,33,Clothing,2858.86,Debit Card,2021-04-24,Mall of Istanbul
I161164,C162953,Female,37,Cosmetics,951.41,Credit Card,2021-04-24,Kanyon
I953909,C210028,Female,30,Clothing,2463.3,Cash,2021-04-24,Metrocity
I332706,C282160,Female,44,Cosmetics,721.58,Cash,2021-04-24,Metrocity
I280465,C120223,Male,33,Cosmetics,194.54,Cash,2021-04-24,Metrocity
I296749,C120321,Female,38,Shoes,2012.16,Credit Card,2021-04-24,Istinye Park
I168860,C184829,Female,57,Souvenir,209.35,Debit Card,2021-04-24,Metropol AVM
I256420,C158245,Male,33,Cosmetics,955.41,Cash,2021-04-24,Metrocity
I109064,C346876,Female,23,Shoes,2897.75,Cash,2021-04-24,Forum Istanbul
I190086,C256422,Female,54,Toys,961.42,Cash,2021-04-24,Forum Istanbul
I748552,C319552,Female,63,Souvenir,270.27,Cash,2021-04-24,Emaar Square Mall
I685158,C281995,Female,22,Shoes,2070.5,Credit Card,2021-04-24,Metrocity
I336070,C518803,Female,28,Clothing,2877.46,Cash,2021-04-24,Cevahir AVM
I409969,C130522,Female,52,Toys,612.27,Debit Card,2021-04-24,Kanyon
I273219,C893380,Female,24,Clothing,2880.52,Credit Card,2021-04-24,Istinye Park
I234044,C116536,Male,23,Cosmetics,505.74,Cash,2021-04-24,Mall of Istanbul
I160730,C121673,Male,23,Clothing,1048.39,Debit Card,2021-04-24,Metropol AVM
I222710,C727447,Male,51,Toys,239.95,Cash,2021-04-24,Kanyon
I893902,C221836,Male,34,Food & Beverage,63.13,Credit Card,2021-04-24,Kanyon
I680142,C191874,Female,32,Souvenir,250.04,Cash,2021-04-24,Kanyon
I392089,C326616,Male,59,Books,433.55,Credit Card,2021-04-24,Metropol AVM
I403880,C706357,Female,69,Books,385.03,Credit Card,2021-04-24,Forum Istanbul
I260124,C288743,Male,38,Food & Beverage,83.05,Cash,2021-04-24,Emaar Square Mall
I275460,C907331,Female,22,Clothing,1867.13,Cash,2021-04-24,Istinye Park
I321174,C143815,Female,21,Clothing,1714.68,Debit Card,2021-04-24,Kanyon
I249883,C181579,Female,40,Cosmetics,426.75,Credit Card,2021-04-24,Mall of Istanbul
I241714,C163199,Male,29,Food & Beverage,137.48,Debit Card,2021-04-24,Mall of Istanbul
I512082,C243988,Female,54,Food & Beverage,103.72,Debit Card,2021-04-24,Mall of Istanbul
I162899,C312849,Female,59,Souvenir,105.49,Credit Card,2021-04-24,Metrocity
I222491,C130532,Female,51,Books,276.8,Debit Card,2021-04-24,Metrocity
I118708,C104165,Male,51,Clothing,2871.79,Cash,2021-04-24,Kanyon
I174489,C236881,Male,48,Books,273.78,Cash,2021-04-24,Istinye Park
I274835,C224926,Male,37,Food & Beverage,140.02,Cash,2021-04-24,Metrocity
I287288,C309234,Female,26,Cosmetics,463.42,Credit Card,2021-04-24,Forum Istanbul
I318882,C169108,Male,41,Clothing,1282.59,Credit Card,2021-04-24,Kanyon
I190306,C273202,Female,64,Food & Beverage,78.12,Credit Card,2021-04-24,Metrocity
I224360,C229774,Female,33,Technology,4449.47,Credit Card,2021-04-24,Mall of Istanbul
I167259,C332358,Female,29,Clothing,2578.57,Debit Card,2021-04-24,Istinye Park
I114243,C280387,Female,40,Toys,151.98,Credit Card,2021-04-24,Mall of Istanbul
I174095,C833349,Male,36,Food & Beverage,111.39,Cash,2021-04-24,Metropol AVM
I200215,C181865,Male,62,Clothing,2600.21,Credit Card,2021-04-24,Forum Istanbul
I271268,C307628,Female,22,Clothing,1166.96,Debit Card,2021-04-24,Metropol AVM
I978259,C334884,Male,35,Food & Beverage,140.07,Debit Card,2021-04-24,Metropol AVM
I140388,C762327,Male,39,Food & Beverage,79.79,Cash,2021-04-24,Emaar Square Mall
I277428,C266972,Male,48,Clothing,1213.36,Debit Card,2021-04-24,Mall of Istanbul
I254372,C401275,Female,40,Clothing,1764.78,Cash,2021-04-24,Cevahir AVM
I104708,C183442,Female,57,Clothing,1869.12,Credit Card,2021-04-24,Mall of Istanbul
I179138,C866029,Female,38,Clothing,1035.9,Cash,2021-04-24,Mall of Istanbul
I121737,C247475,Female,50,Clothing,1697.49,Debit Card,2021-04-24,Mall of Istanbul
I613779,C983221,Female,56,Clothing,2556.12,Credit Card,2021-04-24,Metrocity
I250568,C656616,Male,61,Food & Beverage,130.77,Credit Card,2021-04-24,Istinye Park
I276727,C259356,Male,34,Clothing,1463.52,Cash,2021-04-24,Zorlu Center
I460840,C332361,Male,18,Clothing,1426.39,Credit Card,2021-04-24,Emaar Square Mall
I739920,C256990,Male,57,Clothing,2077.12,Credit Card,2021-04-24,Viaport Outlet
I202346,C149704,Male,34,Cosmetics,336.17,Debit Card,2021-04-24,Viaport Outlet
I219913,C309611,Female,52,Clothing,1806.12,Credit Card,2021-04-24,Metropol AVM
I261331,C230388,Female,45,Clothing,1998.46,Cash,2021-04-24,Mall of Istanbul
I143497,C116049,Female,53,Clothing,1430.01,Credit Card,2021-04-24,Mall of Istanbul
I141448,C909138,Male,32,Cosmetics,525.66,Debit Card,2021-04-24,Istinye Park
I196038,C116812,Female,18,Food & Beverage,93.91,Cash,2021-04-24,Metrocity
I252678,C126392,Male,25,Food & Beverage,122.18,Cash,2021-04-24,Istinye Park
I299746,C189497,Male,27,Food & Beverage,143.21,Cash,2021-04-24,Kanyon
I944318,C337065,Male,40,Toys,557.77,Debit Card,2021-04-24,Istinye Park
I210752,C222908,Female,46,Clothing,1486.19,Debit Card,2021-04-24,Mall of Istanbul
I117656,C251129,Male,65,Toys,567.13,Cash,2021-04-24,Metrocity
I253586,C612745,Male,48,Toys,227.51,Credit Card,2021-04-24,Kanyon
I250333,C207261,Male,54,Clothing,1319.16,Credit Card,2021-04-24,Metrocity
I254061,C259353,Male,23,Souvenir,240.11,Debit Card,2021-04-24,Kanyon
I715368,C231342,Female,60,Clothing,1504.89,Cash,2021-04-24,Cevahir AVM
I476947,C101471,Female,44,Toys,991.64,Credit Card,2021-04-24,Emaar Square Mall
I241544,C207304,Female,44,Clothing,2666.21,Cash,2021-04-24,Kanyon
I853407,C615610,Male,26,Souvenir,220.75,Cash,2021-04-24,Kanyon
I201800,C256822,Male,42,Clothing,2144.83,Cash,2021-04-24,Mall of Istanbul
I133379,C297026,Male,34,Food & Beverage,77.17,Cash,2021-04-24,Kanyon
I255522,C606900,Female,35,Clothing,2503.28,Debit Card,2021-04-24,Mall of Istanbul
I584533,C186295,Female,46,Clothing,2534.1,Debit Card,2021-04-24,Mall of Istanbul
I294927,C321461,Female,55,Shoes,2414.61,Cash,2021-04-24,Viaport Outlet
I744491,C139370,Female,53,Technology,4667.53,Cash,2021-04-24,Metropol AVM
I894626,C262990,Male,63,Clothing,1365.22,Cash,2021-04-24,Istinye Park
I204817,C279094,Female,33,Cosmetics,758.98,Cash,2021-04-24,Kanyon
I156712,C272418,Female,44,Clothing,1235.75,Cash,2021-04-24,Metrocity
I154980,C204412,Male,22,Shoes,1160.36,Cash,2021-04-24,Mall of Istanbul
I110739,C247454,Female,56,Clothing,2129.5,Cash,2021-04-24,Mall of Istanbul
I455918,C207236,Female,28,Cosmetics,697.15,Cash,2021-04-24,Emaar Square Mall
I195199,C171266,Female,40,Food & Beverage,62.58,Cash,2021-04-24,Metrocity
I317061,C212141,Female,31,Technology,563.05,Debit Card,2021-04-24,Viaport Outlet
I325620,C245839,Male,57,Food & Beverage,95.18,Credit Card,2021-04-24,Metrocity
I226224,C152377,Female,33,Souvenir,72.73,Credit Card,2021-04-24,Kanyon
I360678,C194869,Male,19,Shoes,1126.58,Credit Card,2021-04-24,Kanyon
I210558,C335377,Female,66,Souvenir,70.47,Credit Card,2021-04-24,Mall of Istanbul
I300816,C176454,Male,29,Books,234.07,Credit Card,2021-04-24,Metropol AVM
I183710,C719550,Male,26,Food & Beverage,57.38,Credit Card,2021-04-24,Mall of Istanbul
I297855,C206252,Male,24,Technology,2101.49,Cash,2021-04-24,Mall of Istanbul
I110006,C160076,Male,45,Clothing,1811.2,Credit Card,2021-04-24,Metropol AVM
I929203,C132599,Female,66,Food & Beverage,149.48,Credit Card,2021-04-24,Kanyon
I261182,C201354,Male,69,Clothing,1585.46,Debit Card,2021-04-24,Viaport Outlet
I565065,C264263,Female,44,Cosmetics,600.23,Credit Card,2021-04-24,Metrocity
I212314,C878948,Male,23,Shoes,1357.39,Credit Card,2021-04-24,Metrocity
I248481,C243069,Female,60,Technology,3874.14,Cash,2021-04-24,Emaar Square Mall
I305744,C187136,Female,27,Clothing,2535.99,Debit Card,2021-04-24,Mall of Istanbul
I151873,C249206,Male,52,Souvenir,202.14,Cash,2021-04-24,Metropol AVM
I214109,C162454,Male,50,Cosmetics,652.41,Cash,2021-04-24,Metropol AVM
I287493,C201204,Female,42,Clothing,2802.83,Credit Card,2021-04-24,Mall of Istanbul
I242815,C143714,Female,67,Cosmetics,326.6,Cash,2021-04-24,Mall of Istanbul
I177163,C227976,Male,43,Cosmetics,867.12,Cash,2021-04-25,Cevahir AVM
I310409,C353434,Female,63,Clothing,2927.09,Cash,2021-04-25,Metropol AVM
I166689,C224335,Female,57,Souvenir,211.09,Cash,2021-04-25,Mall of Istanbul
I223697,C237182,Male,62,Cosmetics,712.45,Debit Card,2021-04-25,Istinye Park
I301188,C258515,Female,34,Cosmetics,167.58,Credit Card,2021-04-25,Metrocity
I286328,C205747,Male,41,Toys,579.89,Cash,2021-04-25,Mall of Istanbul
I888173,C214919,Female,34,Toys,580.3,Cash,2021-04-25,Metropol AVM
I321836,C174895,Male,27,Food & Beverage,136.16,Cash,2021-04-25,Kanyon
I166541,C176572,Female,38,Clothing,2860.11,Credit Card,2021-04-25,Forum Istanbul
I869529,C191663,Male,31,Clothing,1831.62,Credit Card,2021-04-25,Mall of Istanbul
I164695,C329933,Male,53,Souvenir,203.79,Credit Card,2021-04-25,Mall of Istanbul
I120080,C848891,Male,65,Cosmetics,824.53,Cash,2021-04-25,Istinye Park
I307858,C509860,Female,53,Clothing,2004.41,Credit Card,2021-04-25,Viaport Outlet
I174718,C144505,Male,69,Clothing,1938.35,Cash,2021-04-25,Istinye Park
I109989,C251266,Female,65,Food & Beverage,91.59,Credit Card,2021-04-25,Kanyon
I192868,C107367,Male,57,Food & Beverage,95.68,Debit Card,2021-04-25,Mall of Istanbul
I187619,C278773,Male,24,Food & Beverage,86.76,Cash,2021-04-25,Viaport Outlet
I626967,C436505,Female,65,Cosmetics,372.83,Cash,2021-04-25,Zorlu Center
I185153,C193682,Female,20,Souvenir,283.86,Cash,2021-04-25,Mall of Istanbul
I207289,C186970,Male,21,Clothing,1199.96,Credit Card,2021-04-25,Metropol AVM
I290925,C144629,Male,35,Cosmetics,767.09,Cash,2021-04-25,Mall of Istanbul
I782616,C503783,Female,25,Toys,315.97,Cash,2021-04-25,Mall of Istanbul
I759716,C179184,Female,43,Cosmetics,939.64,Cash,2021-04-25,Metrocity
I795076,C914995,Female,25,Cosmetics,691.15,Debit Card,2021-04-25,Mall of Istanbul
I146033,C230905,Male,69,Clothing,1894.36,Credit Card,2021-04-25,Forum Istanbul
I130755,C361580,Female,54,Clothing,1731.5,Debit Card,2021-04-25,Forum Istanbul
I409518,C466036,Female,28,Food & Beverage,143.45,Credit Card,2021-04-25,Mall of Istanbul
I321767,C133954,Female,51,Clothing,1310.3,Credit Card,2021-04-25,Istinye Park
I663594,C175948,Male,44,Shoes,2876.2,Credit Card,2021-04-25,Mall of Istanbul
I219576,C405148,Female,42,Clothing,1717.69,Credit Card,2021-04-25,Forum Istanbul
I990694,C391215,Female,59,Cosmetics,254.99,Credit Card,2021-04-25,Viaport Outlet
I219052,C177619,Male,23,Food & Beverage,120.34,Debit Card,2021-04-25,Metrocity
I351506,C298479,Male,29,Shoes,2920.36,Credit Card,2021-04-25,Forum Istanbul
I140987,C257574,Female,37,Clothing,1618.59,Debit Card,2021-04-25,Metrocity
I283542,C780439,Male,35,Clothing,1440.8,Cash,2021-04-25,Metrocity
I280743,C166031,Female,20,Clothing,1681.37,Credit Card,2021-04-25,Kanyon
I104398,C281442,Male,59,Cosmetics,870.64,Debit Card,2021-04-25,Kanyon
I639323,C709122,Male,33,Technology,4469.59,Credit Card,2021-04-25,Zorlu Center
I251352,C303936,Female,25,Technology,3883.52,Credit Card,2021-04-25,Mall of Istanbul
I339410,C164134,Male,26,Souvenir,114.56,Debit Card,2021-04-25,Metrocity
I357893,C203616,Male,54,Cosmetics,213.3,Credit Card,2021-04-25,Metrocity
I245070,C124104,Female,44,Shoes,2416.68,Credit Card,2021-04-25,Metrocity
I138194,C331666,Male,34,Cosmetics,920.52,Cash,2021-04-25,Zorlu Center
I102692,C340001,Female,65,Food & Beverage,51.02,Cash,2021-04-25,Mall of Istanbul
I251996,C229204,Female,21,Clothing,2228.58,Credit Card,2021-04-25,Kanyon
I279092,C438216,Female,57,Clothing,1703.22,Credit Card,2021-04-25,Metrocity
I609535,C357221,Female,23,Technology,834.71,Debit Card,2021-04-25,Istinye Park
I809819,C151823,Female,61,Clothing,1349.1,Cash,2021-04-25,Mall of Istanbul
I145411,C331387,Male,20,Toys,509.64,Debit Card,2021-04-25,Metrocity
I278535,C207109,Female,41,Clothing,2041.86,Cash,2021-04-25,Metrocity
I249667,C929965,Female,45,Shoes,2167.54,Credit Card,2021-04-25,Forum Istanbul
I212048,C138100,Male,49,Souvenir,271.23,Debit Card,2021-04-25,Metrocity
I105446,C828710,Female,56,Cosmetics,155.76,Cash,2021-04-25,Zorlu Center
I153233,C109654,Female,49,Clothing,1390.14,Credit Card,2021-04-25,Cevahir AVM
I155580,C714513,Female,31,Souvenir,101.88,Debit Card,2021-04-25,Metropol AVM
I201466,C949703,Male,38,Books,333.44,Cash,2021-04-25,Metropol AVM
I102233,C284826,Female,47,Shoes,1074.27,Credit Card,2021-04-25,Forum Istanbul
I328523,C318497,Female,37,Clothing,2455.08,Credit Card,2021-04-25,Mall of Istanbul
I325439,C889581,Female,29,Clothing,1410.22,Credit Card,2021-04-25,Kanyon
I185065,C223327,Female,59,Books,157.04,Debit Card,2021-04-25,Istinye Park
I251962,C123133,Male,36,Clothing,1559.63,Credit Card,2021-04-25,Metrocity
I257727,C126079,Female,40,Shoes,2377.81,Cash,2021-04-25,Istinye Park
I149489,C139968,Female,38,Books,432.63,Credit Card,2021-04-25,Metrocity
I281442,C238277,Female,68,Cosmetics,527.12,Debit Card,2021-04-25,Cevahir AVM
I309111,C212189,Female,50,Souvenir,247.49,Credit Card,2021-04-25,Metrocity
I905673,C272854,Male,42,Food & Beverage,145.16,Cash,2021-04-25,Mall of Istanbul
I170494,C144727,Male,39,Food & Beverage,76.41,Cash,2021-04-25,Viaport Outlet
I198375,C336904,Female,49,Clothing,1551.12,Debit Card,2021-04-25,Metrocity
I999254,C217761,Female,41,Souvenir,277.98,Cash,2021-04-25,Metropol AVM
I335579,C278251,Female,68,Toys,490.03,Credit Card,2021-04-25,Mall of Istanbul
I152934,C173299,Male,24,Cosmetics,174.35,Credit Card,2021-04-25,Zorlu Center
I552567,C788332,Female,54,Cosmetics,329.61,Credit Card,2021-04-25,Metrocity
I248245,C932374,Female,42,Clothing,1802.62,Debit Card,2021-04-25,Viaport Outlet
I161228,C219363,Female,27,Clothing,2186.23,Cash,2021-04-25,Cevahir AVM
I957939,C178374,Female,41,Shoes,1428.89,Credit Card,2021-04-25,Viaport Outlet
I140127,C124312,Female,61,Clothing,1340.64,Debit Card,2021-04-25,Viaport Outlet
I229641,C303929,Female,34,Toys,497.33,Debit Card,2021-04-25,Metrocity
I142526,C269435,Female,60,Cosmetics,893.56,Debit Card,2021-04-25,Istinye Park
I259106,C303709,Female,28,Clothing,1184.57,Credit Card,2021-04-25,Metropol AVM
I133001,C422186,Female,24,Shoes,1292.05,Cash,2021-04-25,Metrocity
I177826,C643044,Male,55,Shoes,1461.66,Cash,2021-04-25,Mall of Istanbul
I130518,C785565,Male,22,Clothing,2979.63,Debit Card,2021-04-25,Forum Istanbul
I179506,C147427,Male,46,Shoes,2326.62,Credit Card,2021-04-25,Mall of Istanbul
I299613,C923796,Male,25,Toys,692.64,Cash,2021-04-25,Zorlu Center
I276072,C273816,Male,34,Food & Beverage,81.86,Credit Card,2021-04-25,Metrocity
I110184,C123228,Female,47,Shoes,2162.11,Credit Card,2021-04-25,Metrocity
I226583,C257617,Male,52,Food & Beverage,115.75,Cash,2021-04-25,Metropol AVM
I288716,C117904,Male,59,Technology,2968.75,Credit Card,2021-04-25,Emaar Square Mall
I214421,C149144,Male,31,Shoes,1247.77,Credit Card,2021-04-25,Forum Istanbul
I264123,C474456,Female,39,Food & Beverage,105.46,Credit Card,2021-04-25,Mall of Istanbul
I282707,C278882,Female,50,Food & Beverage,67.16,Cash,2021-04-25,Viaport Outlet
I242023,C177177,Female,38,Clothing,2895.09,Cash,2021-04-25,Metrocity
I551830,C539908,Female,37,Food & Beverage,126.25,Cash,2021-04-25,Metropol AVM
I171097,C207375,Male,55,Books,236.81,Credit Card,2021-04-25,Forum Istanbul
I576135,C217618,Female,31,Clothing,2409.49,Credit Card,2021-04-25,Mall of Istanbul
I113595,C253072,Male,35,Clothing,2583.29,Cash,2021-04-25,Mall of Istanbul
I255144,C207985,Male,68,Clothing,2399.95,Credit Card,2021-04-25,Emaar Square Mall
I244078,C974323,Male,24,Clothing,1290.36,Cash,2021-04-25,Forum Istanbul
I261568,C201632,Female,32,Clothing,2168.34,Cash,2021-04-25,Kanyon
I648618,C264643,Male,64,Clothing,1119.79,Credit Card,2021-04-25,Emaar Square Mall
I233134,C244181,Female,67,Food & Beverage,73.8,Credit Card,2021-04-25,Viaport Outlet
I356360,C501445,Male,60,Food & Beverage,147.76,Credit Card,2021-04-25,Metrocity
I145560,C244678,Male,45,Food & Beverage,120.77,Debit Card,2021-04-25,Metrocity
I128508,C177196,Male,34,Food & Beverage,140.46,Credit Card,2021-04-25,Kanyon
I282980,C262266,Female,55,Clothing,1576.96,Credit Card,2021-04-25,Kanyon
I169904,C104512,Female,26,Clothing,1825.02,Cash,2021-04-25,Mall of Istanbul
I125697,C298926,Male,47,Shoes,2777.81,Cash,2021-04-25,Metrocity
I609115,C174368,Male,64,Cosmetics,868.09,Cash,2021-04-25,Mall of Istanbul
I144346,C250176,Male,44,Cosmetics,173.77,Cash,2021-04-25,Metropol AVM
I129084,C718174,Male,20,Clothing,2525.1,Cash,2021-04-25,Istinye Park
I208114,C186778,Male,20,Clothing,1858.46,Cash,2021-04-25,Istinye Park
I241675,C994796,Male,63,Clothing,2884.36,Cash,2021-04-25,Forum Istanbul
I101753,C336142,Female,29,Cosmetics,744.04,Credit Card,2021-04-25,Istinye Park
I765397,C217491,Male,51,Technology,1864.55,Credit Card,2021-04-25,Kanyon
I263396,C173333,Male,36,Clothing,1651.11,Cash,2021-04-25,Istinye Park
I141046,C104402,Female,69,Technology,4603.96,Cash,2021-04-25,Kanyon
I286551,C214894,Female,52,Clothing,1353.09,Debit Card,2021-04-25,Kanyon
I125220,C314821,Female,57,Food & Beverage,58.82,Debit Card,2021-04-25,Kanyon
I718728,C772925,Male,21,Clothing,2092.1,Cash,2021-04-25,Metropol AVM
I770638,C136547,Female,32,Clothing,2076.71,Cash,2021-04-25,Mall of Istanbul
I162309,C117990,Female,58,Cosmetics,437.81,Credit Card,2021-04-25,Mall of Istanbul
I987625,C286610,Male,20,Clothing,1599.41,Cash,2021-04-25,Kanyon
I155549,C189254,Male,50,Clothing,1714.37,Cash,2021-04-25,Kanyon
I935697,C726840,Female,23,Clothing,1491.02,Debit Card,2021-04-26,Kanyon
I194721,C315734,Male,59,Food & Beverage,129.97,Credit Card,2021-04-26,Kanyon
I177901,C171659,Female,19,Clothing,1020.89,Credit Card,2021-04-26,Cevahir AVM
I103384,C156615,Male,39,Clothing,1579.37,Cash,2021-04-26,Cevahir AVM
I253017,C278226,Female,37,Clothing,1582.73,Cash,2021-04-26,Mall of Istanbul
I162448,C708697,Male,33,Clothing,2811.83,Cash,2021-04-26,Kanyon
I243853,C138393,Female,52,Food & Beverage,134.11,Debit Card,2021-04-26,Metrocity
I216667,C216453,Female,37,Technology,1584.05,Cash,2021-04-26,Kanyon
I281042,C167097,Female,55,Toys,740.46,Cash,2021-04-26,Kanyon
I506550,C288920,Male,36,Clothing,1314.39,Debit Card,2021-04-26,Kanyon
I222520,C827356,Male,35,Toys,300.51,Cash,2021-04-26,Kanyon
I259362,C185494,Male,34,Clothing,2483.42,Cash,2021-04-26,Mall of Istanbul
I164676,C499723,Male,18,Clothing,1634.65,Credit Card,2021-04-26,Emaar Square Mall
I276750,C286435,Female,33,Food & Beverage,115.7,Credit Card,2021-04-26,Zorlu Center
I702780,C142242,Male,34,Clothing,2221.95,Credit Card,2021-04-26,Kanyon
I132745,C135226,Female,40,Cosmetics,248.48,Cash,2021-04-26,Cevahir AVM
I279159,C151644,Male,39,Food & Beverage,143.6,Debit Card,2021-04-26,Emaar Square Mall
I337580,C264906,Female,61,Food & Beverage,89.58,Credit Card,2021-04-26,Zorlu Center
I593382,C244141,Female,30,Toys,776.57,Credit Card,2021-04-26,Forum Istanbul
I922082,C193164,Male,48,Clothing,2014.7,Cash,2021-04-26,Kanyon
I197591,C102286,Male,68,Clothing,2976.55,Debit Card,2021-04-26,Istinye Park
I665312,C295265,Male,35,Souvenir,232.95,Cash,2021-04-26,Metropol AVM
I302249,C184698,Female,61,Toys,157.76,Credit Card,2021-04-26,Forum Istanbul
I321406,C104074,Female,40,Clothing,2544.11,Credit Card,2021-04-26,Metrocity
I216515,C331968,Male,69,Cosmetics,989.42,Cash,2021-04-26,Kanyon
